Score,Grade,Action,Business,Category,Value,Need,Channel,Owner,Email,Email status,Owner email,Phone,Website,Site quality,Facebook,Instagram,Address,City,Why
85,A,Email — NO website; solid value,Canto's Dragon Martial Arts,gym,solid,NO website,email+phone,,dragon_martialarts@yahoo.com,valid,,+17079532996,,,,,"Sebastopol Subud Hall, 234 Hutchins Ave",Sebastopol,NO website; solid category; email+phone
85,A,Email — NO website; solid value,A Dog A Day,hot_dog_restaurant,solid,NO website,email+phone,,adogaday@gmail.com,valid,,+17077727799,,,,,4055 Santa Rosa Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Cosmic Lee InTune,spas,solid,NO website,email+phone,,cosmicleeintune@gmail.com,valid,,+14256147439,https://linktr.ee/Cosmic_Lee_InTune,,,,103 Morris St,Sebastopol,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Country Rose Assisted Living,retirement_home,solid,NO website,email+phone,,country.rose.al@gmail.com,valid,,+17074950801,,,,,2273 W Hearn Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,J and W Foreign Auto Service,automotive_repair,solid,NO website,email+phone,,jwforeignauto@yahoo.com,valid,,+17078239797,,,,,401 S Main St,Sebastopol,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Sonoma Building Services,home_cleaning,solid,NO website,email+phone,,sonomabuildingservices@gmail.com,valid,,+17074956573,https://sonoma-building-services.business.site/?m=true,,,,2930 Bay Village Cir,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Daisy Bud Gardening Services,landscaping,solid,NO website,email+phone,,diamondgardening90@yahoo.com,valid,,+17075399090,http://gomez-yard-maintenance.business.site/,,,,,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Park Avenue Cleaners,dry_cleaning,solid,NO website,email+phone,,parkavenuedrycleaning@gmail.com,valid,,+17075259510,https://parkavenuecleaners-drycleaner.business.site,,,,320 W 3rd St,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Herrera Auto Repair,automotive_repair,solid,NO website,email+phone,,herrerlegacy@gmail.com,valid,,+17076232916,https://herreraautorepair.business.site,,,,50 W Barham Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,SOCO Lashes,beauty_and_spa,solid,NO website,email+phone,,socobeautycollective@gmail.com,valid,,+17074908550,https://www.facebook.com/whenyouwishuponalash?mibextid=wwXIfr,,,,130 S Main St,Sebastopol,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Alma Electronics Repair,automotive_repair,solid,NO website,email+phone,,almanaseer@att.net,valid,,+17075231228,,,,,2675 Cleveland Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Cruzzin Smogs,automotive_repair,solid,NO website,email+phone,,sparken707@gmail.com,valid,,+17078007817,,,,,1009 S A St,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,YotaPro Automotive- Toyota Specialist,automotive_repair,solid,NO website,email+phone,,yotaproauto@gmail.com,valid,,+17075967555,,,,,244 Colgan Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Santa Rosa Pizzeria,pizza_restaurant,solid,NO website,email+phone,,santarosapizzeria707@gmail.com,valid,,+17077082502,https://www.google.com/search?sa=X&hl=en-US&authuser=0&biw=1738&bih=877&sxsrf=AB5stBgwrq6lvxC4_MqCQXjil2fTB8M-Ww%3A1691456658567&q=Santa+Rosa+Pizzeria&stick=H4sIAAAAAAAAAONgU1I1qLAwsDAxMU9NM0qyTEpMMza3MqhItEyxTDFISzU0TU2zTDVKWsQqHJyYV5KoEJRfnKgQkFlVlVqUmQgAIJaB4z8AAAA&mat=CU3iKZZbaO9t&ved=2ahUKEwifraWK78uAAxUFJ0QIHQDXAz4QrMcEegQIDRAD,,,,500 Mission Blvd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Alvarez Mexican Restaurant,mexican_restaurant,solid,NO website,email+phone,,alvarezfurniture595@gmail.com,valid,,+17075288933,https://www.groupon.com/biz/santa-rosa/mi-gusto-mexican-restaurant,,,,443 Dutton Ave Ste 9,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,El Milagro Taco Truck,taco_restaurant,solid,NO website,email+phone,,foodtruckelmilagro@gmail.com,valid,,+17077585978,https://instagram.com/el_milagro_taco_707?igshid=YmMyMTA2M2Y%3D,,,,1212 Petaluma Hill Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Danny’s Tire Services LLC,automotive_repair,solid,NO website,email+phone,,dannystireservice1@gmail.com,valid,,+17074773903,,,,,1267 Martha Way,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Pagnano's Automotive,automotive_repair,solid,NO website,email+phone,,bpagnano@comcast.net,valid,,+17075443020,,,,,2815 Alton Ln,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,El Brinquito Restaurant,latin_american_restaurant,solid,NO website,email+phone,,taqueriaelbrinquito@yahoo.com,valid,,+17075261100,,,,,810 Piner Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Petals & Ivy Soap,beauty_and_spa,solid,NO website,email+phone,,petalsandivysoapco@gmail.com,valid,,+17073123669,,,,,1909 Whitchurch Pl,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Taqueria Morelos,mexican_restaurant,solid,NO website,email+phone,,taqueriamolcajetessr@gmail.com,valid,,+17078477711,,,,,2101 W College Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Taller Mecánico PP,automotive_repair,solid,NO website,email+phone,,matt.vla1509@gmail.com,valid,,+523319791097,,,,,Invi Santa Anita,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Tita’s Cuisine,mexican_restaurant,solid,NO website,email+phone,,achimal1980@gmail.com,valid,,+17078896956,,,,,959 Sebastopol Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Mi Pueblo Santa Rosa,mexican_restaurant,solid,NO website,email+phone,,mipueblosantarosa@gmail.com,valid,,+17078437804,http://mi-pueblo-santa-rosa.business.site/?utm_source=gmb&utm_medium=referal,,,,703 4th St,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,MoMo Man,caterer,solid,NO website,email+phone,,themomoman.us@gmail.com,valid,,+17073041137,https://linktr.ee/momoman.us,,,,1750 Santa Rosa Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Sonoma County Eco Clean Cleaning Services,home_cleaning,solid,NO website,email+phone,,sonomacountyecoclean@gmail.com,valid,,+17073046086,https://linktr.ee/sonomacountyecoclean,,,,3642 Primrose Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Taj Cafe,indian_restaurant,solid,NO website,email+phone,,tajsantarosa@gmail.com,valid,,+17073084190,,,,,1940 Piner Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,A & B Boxing,gym,solid,NO website,email+phone,,athleticbrotherhood@hotmail.com,valid,,+17076940992,,,,,1015 Petaluma Hill Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — site dead; premium value,Shaped Aesthetics & Wellness,medical_spa,premium,site dead,email,,shapedaesthetics@gmail.com,valid,,,http://www.shapedaestheticsmedspa.com/,dead,,,2314 4th St,Santa Rosa,site dead; premium category; email
85,A,Email — NO website; solid value,Focus Forward Studio,sports_and_fitness_instruction,solid,NO website,email+phone,,roxward@gmail.com,valid,,+17078493514,https://linktr.ee/focusforwardstudio,,,,4283 Montgomery Dr,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Tortilleria apatzingàn,mexican_restaurant,solid,NO website,email+phone,,tortilleria.apatzingan@gmail.com,valid,,+12094123069,https://instagram.com/tortilleria_apatzingan?igshid=YmMyMTA2M2Y%3D,,,,665 Sebastopol Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,MG Audio,automotive_parts_and_accessories,solid,NO website,email+phone,,miguel.henandez@sbcglobal.net,valid,,+17078893476,http://www.yelp.com/biz/mg-audio-santa-rosa,,,,597 Cherrywood Dr,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Pato Auto Repair,automotive_repair,solid,NO website,email+phone,,patoautorepair@gmail.com,valid,,+17073939565,,,,,3210 Coffey Ln,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,U-Save Cleaners,dry_cleaning,solid,NO website,email+phone,,usavecleaners707@gmail.com,valid,,+17075781470,,,,,600 Lewis Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Jerry Alward Art and Color,automotive,solid,NO website,email+phone,,satellitewolfe@yahoo.com,valid,,+17076945964,,,,,702 Silva Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Kings Tires,tire_dealer_and_repair,solid,NO website,email+phone,,kingstires2@yahoo.com,valid,,+17075426307,,,,,1075 Santa Rosa Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Silva's Auto Care And Handy Service.,automotive_repair,solid,NO website,email+phone,,handydanny247@gmail.com,valid,,+17075960113,,,,,705 W Jasmine Cir,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Calrich Auto Group,automotive_repair,solid,NO website,email+phone,,calrichrburt@yahoo.com,valid,,+17075453461,,,,,127 W Barham Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Estuar Auto Repair,automotive,solid,NO website,email+phone,,padillawener@gmail.com,valid,,+17073180074,,,,,1701 santa rosa ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Shaw Automotive,automotive_repair,solid,NO website,email+phone,,shawauto101@gmail.com,valid,,+17078494881,https://yelp.to/qTKq/x4NBiv2NG6,,,,1008 S A St,Santa Rosa,NO website; solid category; email+phone
